name,bus,P1,Q1,P2,Q2,P3,Q3
,m1047769,0.0,0.0,0.0,0.0,0.0,0.0
323266b0b,l3197632,0.0,0.0,5.84,1.47,0.0,0.0
,m1047795,0.0,0.0,0.0,0.0,0.0,0.0
325472b0b,l2973149,0.0,0.0,5.84,1.46,0.0,0.0
323403b0b,l2916603,0.0,0.0,5.84,1.47,0.0,0.0
,m1047834,0.0,0.0,0.0,0.0,0.0,0.0
,m1047825,0.0,0.0,0.0,0.0,0.0,0.0
,m1069731,0.0,0.0,0.0,0.0,0.0,0.0
,l2726975,0.0,0.0,5.84,1.46,0.0,0.0
,m1047826,0.0,0.0,0.0,0.0,0.0,0.0
323398b0b,l2710505,0.0,0.0,5.84,1.46,0.0,0.0
,m1047835,0.0,0.0,0.0,0.0,0.0,0.0
,m1047836,0.0,0.0,0.0,0.0,0.0,0.0
337692b0b,l2879061,0.0,0.0,3.89,0.98,0.0,0.0
,m1069532,0.0,0.0,0.0,0.0,0.0,0.0
,l2691965,0.0,0.0,1.95,0.49,0.0,0.0
,l2804271,0.0,0.0,0.0,0.0,0.0,0.0
,m1069558,0.0,0.0,0.0,0.0,0.0,0.0
,m1069619,0.0,0.0,0.0,0.0,0.0,0.0
,m1069597,0.0,0.0,0.0,0.0,0.0,0.0
,m1069620,0.0,0.0,0.0,0.0,0.0,0.0
325474b0b,l3254228,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
,m1069640,0.0,0.0,0.0,0.0,0.0,0.0
,m1069632,0.0,0.0,0.0,0.0,0.0,0.0
,m1069730,0.0,0.0,0.0,0.0,0.0,0.0
,l2710504,0.0,0.0,14.59,3.6500000000000004,0.0,0.0
323387b0b,l2690941,0.0,0.0,9.73,2.44,0.0,0.0
,m1108276,0.0,0.0,0.0,0.0,0.0,0.0
,l2805036,0.0,0.0,3.89,0.97,0.0,0.0
,p893610,0.0,0.0,0.0,0.0,0.0,0.0
,m1108299,0.0,0.0,0.0,0.0,0.0,0.0
,m1108300,0.0,0.0,0.0,0.0,0.0,0.0
260591b0b,l3179607,0.0,0.0,9.73,2.44,0.0,0.0
,l3216988,0.0,0.0,9.73,2.44,0.0,0.0
,m1125911,0.0,0.0,0.0,0.0,0.0,0.0
,p829963,0.0,0.0,0.0,0.0,0.0,0.0
,m1125916,0.0,0.0,0.0,0.0,0.0,0.0
,m1125913,0.0,0.0,0.0,0.0,0.0,0.0
,m1125940,0.0,0.0,0.0,0.0,0.0,0.0
,l3048963,0.0,0.0,5.84,1.46,0.0,0.0
260520b0b,l3254915,0.0,0.0,1.95,0.48,0.0,0.0
,m1125966,0.0,0.0,0.0,0.0,0.0,0.0
,p895102,0.0,0.0,0.0,0.0,0.0,0.0
,p895106,0.0,0.0,0.0,0.0,0.0,0.0
,m1125982,0.0,0.0,0.0,0.0,0.0,0.0
260607b0b,l3029055,0.0,0.0,14.59,3.66,0.0,0.0
,p829960,0.0,0.0,0.0,0.0,0.0,0.0
,m1142826,0.0,0.0,0.0,0.0,0.0,0.0
,l2861223,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
,m1209763,0.0,0.0,0.0,0.0,0.0,0.0
,l3085397,0.0,0.0,9.73,2.44,0.0,0.0
,m3036172,0.0,0.0,0.0,0.0,0.0,0.0
,l2691943,0.0,0.0,5.840000000000001,1.47,0.0,0.0
293657b0b,l3189189,0.0,0.0,5.84,1.46,0.0,0.0
,n1141478,0.0,0.0,0.0,0.0,0.0,0.0
,l3048887,0.0,0.0,14.59,3.66,0.0,0.0
,l3068944,0.0,0.0,14.59,3.65,0.0,0.0
323392b0b,l2748124,0.0,0.0,9.73,2.44,0.0,0.0
339005b0b,l2785535,0.0,0.0,14.59,3.65,0.0,0.0
,n1136668,0.0,0.0,0.0,0.0,0.0,0.0
,p827529,0.0,0.0,0.0,0.0,0.0,0.0
392037b0b,l2673320,0.0,0.0,9.73,2.4299999999999997,0.0,0.0
2120195b0b,l3048209,0.0,0.0,9.73,2.44,0.0,0.0
,l2859391,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
323241b0b,l2710508,0.0,0.0,5.84,1.4700000000000002,0.0,0.0
323236b0b,l2822860,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
,l2710546,0.0,0.0,9.73,2.44,0.0,0.0
,m4362181,0.0,0.0,0.0,0.0,0.0,0.0
,l2879071,0.0,0.0,9.73,2.44,0.0,0.0
,l2766732,0.0,0.0,3.89,0.97,0.0,0.0
,m1026485,0.0,0.0,0.0,0.0,0.0,0.0
21391242b0b,l2767409,0.0,0.0,9.73,2.44,0.0,0.0
,m1142800,0.0,0.0,0.0,0.0,0.0,0.0
337705b0b,l2785547,0.0,0.0,9.73,2.44,0.0,0.0
,m1047457,0.0,0.0,0.0,0.0,0.0,0.0
323244b0b,l2804248,0.0,0.0,3.89,0.9700000000000001,0.0,0.0
,m1027005,0.0,0.0,0.0,0.0,0.0,0.0
,l2804257,0.0,0.0,5.84,1.4600000000000002,0.0,0.0
,l2860485,0.0,0.0,5.84,1.46,0.0,0.0
,l2804272,0.0,0.0,5.84,1.46,0.0,0.0
21380156b0b,l2841641,0.0,0.0,5.84,1.47,0.0,0.0
21396699b0b,l2860483,0.0,0.0,9.73,2.44,0.0,0.0
,l3141397,0.0,0.0,9.73,2.44,0.0,0.0
321856b0b,l2860506,0.0,0.0,5.84,1.4600000000000002,0.0,0.0
,m1027019,0.0,0.0,0.0,0.0,0.0,0.0
337702b0b,l3029504,0.0,0.0,9.73,2.44,0.0,0.0
,l2879077,0.0,0.0,5.84,1.47,0.0,0.0
,m1026693,0.0,0.0,0.0,0.0,0.0,0.0
247170b0b,l2897784,0.0,0.0,14.59,3.66,0.0,0.0
,m1026496,0.0,0.0,0.0,0.0,0.0,0.0
,l2897789,0.0,0.0,5.84,1.46,0.0,0.0
,m1069662,0.0,0.0,0.0,0.0,0.0,0.0
,l2911069,0.0,0.0,5.84,1.46,0.0,0.0
,l2948732,0.0,0.0,5.84,1.46,0.0,0.0
328363b0b,l2936213,0.0,0.0,14.59,3.66,0.0,0.0
,m1108527,0.0,0.0,0.0,0.0,0.0,0.0
,l2954347,0.0,0.0,9.73,2.44,0.0,0.0
,m1026953,0.0,0.0,0.0,0.0,0.0,0.0
,l2970845,0.0,0.0,0.0,0.0,0.0,0.0
21148701b0b,l2897771,0.0,0.0,5.84,1.4600000000000002,0.0,0.0
,m3037537,0.0,0.0,0.0,0.0,0.0,0.0
392036b0b,l2991915,0.0,0.0,9.73,2.44,0.0,0.0
,l3046854,0.0,0.0,14.59,3.66,0.0,0.0
,l3029518,0.0,0.0,9.73,2.44,0.0,0.0
21386771b0b,l2897807,0.0,0.0,5.84,1.4700000000000002,0.0,0.0
,m1047453,0.0,0.0,0.0,0.0,0.0,0.0
226195153b0b,l3082988,0.0,0.0,5.84,1.4700000000000002,0.0,0.0
,m1149225,0.0,0.0,0.0,0.0,0.0,0.0
,l3085410,0.0,0.0,5.84,1.47,0.0,0.0
338997b0b,l2860499,0.0,0.0,19.45,4.880000000000001,0.0,0.0
,l3119793,0.0,0.0,5.84,1.46,0.0,0.0
,m1047371,0.0,0.0,0.0,0.0,0.0,0.0
,l3139086,0.0,0.0,9.73,2.44,0.0,0.0
,l3029520,0.0,0.0,5.84,1.47,0.0,0.0
,l3142079,0.0,0.0,5.84,1.46,0.0,0.0
,m3036162,0.0,0.0,0.0,0.0,0.0,0.0
321847b0b,l3160100,0.0,0.0,5.84,1.46,0.0,0.0
,l3085390,0.0,0.0,5.84,1.46,0.0,0.0
337707b0b,l3160104,0.0,0.0,9.73,2.44,0.0,0.0
,m1047471,0.0,0.0,0.0,0.0,0.0,0.0
20107693b0b,l3160868,0.0,0.0,9.73,2.44,0.0,0.0
,m1209758,0.0,0.0,0.0,0.0,0.0,0.0
,l3214112,0.0,0.0,5.84,1.46,0.0,0.0
2118903b0b,l2973146,0.0,0.0,9.73,2.4299999999999997,0.0,0.0
,l3216342,0.0,0.0,9.73,2.44,0.0,0.0
,l2879063,0.0,0.0,9.73,2.44,0.0,0.0
,l2860501,0.0,0.0,9.73,2.44,0.0,0.0
21391390b0b,l3217064,0.0,0.0,9.729999999999999,2.4299999999999997,0.0,0.0
,l3200222,0.0,0.0,0.0,0.0,0.0,0.0
,l3254206,0.0,0.0,9.73,2.44,0.0,0.0
337706b0b,l3254214,0.0,0.0,9.73,2.44,0.0,0.0
,l2798067,0.0,0.0,3.8899999999999997,0.98,0.0,0.0
391747b0b,l2822859,0.0,0.0,9.73,2.44,0.0,0.0
355588b0b,l2822857,0.0,0.0,5.84,1.46,0.0,0.0
,m3019248,0.0,0.0,0.0,0.0,0.0,0.0
21400108b0b,l2748139,0.0,0.0,5.840000000000001,1.46,0.0,0.0
,l3029507,0.0,0.0,9.73,2.44,0.0,0.0
,m1026492,0.0,0.0,0.0,0.0,0.0,0.0
,p827542,0.0,0.0,0.0,0.0,0.0,0.0
,m1026487,0.0,0.0,0.0,0.0,0.0,0.0
,l3048231,0.0,0.0,19.450000000000003,4.87,0.0,0.0
,l2691959,0.0,0.0,38.9,9.75,0.0,0.0
337710b0b,l2991916,0.0,0.0,9.73,2.44,0.0,0.0
,m1026699,0.0,0.0,0.0,0.0,0.0,0.0
,m1026704,0.0,0.0,0.0,0.0,0.0,0.0
,m1026722,0.0,0.0,0.0,0.0,0.0,0.0
392038b0b,l2841634,0.0,0.0,14.59,3.66,0.0,0.0
,m1026736,0.0,0.0,0.0,0.0,0.0,0.0
,m1026745,0.0,0.0,0.0,0.0,0.0,0.0
228580047b0b,l3029183,0.0,0.0,5.84,1.46,0.0,0.0
,p875742,0.0,0.0,0.0,0.0,0.0,0.0
,m1026916,0.0,0.0,0.0,0.0,0.0,0.0
,l3197634,0.0,0.0,14.59,3.66,0.0,0.0
355768b0b,l2729408,0.0,0.0,9.73,2.44,0.0,0.0
,m1026949,0.0,0.0,0.0,0.0,0.0,0.0
,m1026951,0.0,0.0,0.0,0.0,0.0,0.0
226192492b0b,l3008232,0.0,0.0,3.89,0.97,0.0,0.0
226192493b0b,l2764399,0.0,0.0,5.84,1.46,0.0,0.0
,m1026972,0.0,0.0,0.0,0.0,0.0,0.0
,l2748152,0.0,0.0,5.84,1.4600000000000002,0.0,0.0
,p901905,0.0,0.0,0.0,0.0,0.0,0.0
,l2785522,0.0,0.0,9.73,2.44,0.0,0.0
,l2801949,0.0,0.0,0.0,0.0,0.0,0.0
,l2860480,0.0,0.0,9.73,2.44,0.0,0.0
,l2691948,0.0,0.0,5.84,1.4700000000000002,0.0,0.0
,l2913406,0.0,0.0,14.59,3.66,0.0,0.0
337708b0b,l3216349,0.0,0.0,5.84,1.46,0.0,0.0
,l2973180,0.0,0.0,9.729999999999999,2.44,0.0,0.0
,p901912,0.0,0.0,0.0,0.0,0.0,0.0
,l2973160,0.0,0.0,5.84,1.47,0.0,0.0
,m1047780,0.0,0.0,0.0,0.0,0.0,0.0
321845b0b,l3178975,0.0,0.0,9.73,2.44,0.0,0.0
2126875b0b,l3066811,0.0,0.0,9.73,2.44,0.0,0.0
,l2860500,0.0,0.0,5.84,1.46,0.0,0.0
,p827555,0.0,0.0,0.0,0.0,0.0,0.0
,m1047796,0.0,0.0,0.0,0.0,0.0,0.0
,l3010562,0.0,0.0,5.83,1.47,0.0,0.0
,l3122810,0.0,0.0,9.73,2.44,0.0,0.0
323233b0b,l3254203,0.0,0.0,5.84,1.46,0.0,0.0
,p827576,0.0,0.0,0.0,0.0,0.0,0.0
,m1069462,0.0,0.0,0.0,0.0,0.0,0.0
,m1069463,0.0,0.0,0.0,0.0,0.0,0.0
,p873787,0.0,0.0,0.0,0.0,0.0,0.0
,p901927,0.0,0.0,0.0,0.0,0.0,0.0
,m1069526,0.0,0.0,0.0,0.0,0.0,0.0
,l2673331,0.0,0.0,19.450000000000003,4.869999999999999,0.0,0.0
,m1069530,0.0,0.0,0.0,0.0,0.0,0.0
338982b0b,l2785534,0.0,0.0,9.73,2.4299999999999997,0.0,0.0
,m1069574,0.0,0.0,0.0,0.0,0.0,0.0
21381118b0b,l2710530,0.0,0.0,5.84,1.4700000000000002,0.0,0.0
,l2973171,0.0,0.0,9.73,2.44,0.0,0.0
,l3122835,0.0,0.0,5.84,1.46,0.0,0.0
226194002b0b,l2801902,0.0,0.0,14.59,3.66,0.0,0.0
,l3197653,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
,m1069600,0.0,0.0,0.0,0.0,0.0,0.0
,l3102793,0.0,0.0,9.73,2.44,0.0,0.0
,m1069610,0.0,0.0,0.0,0.0,0.0,0.0
,l2991929,0.0,0.0,9.73,2.44,0.0,0.0
,l3160113,0.0,0.0,9.729999999999999,2.4299999999999997,0.0,0.0
,l2935547,0.0,0.0,5.84,1.47,0.0,0.0
226194280b0b,l3195318,0.0,0.0,5.84,1.47,0.0,0.0
,m1108269,0.0,0.0,0.0,0.0,0.0,0.0
,l2729405,0.0,0.0,9.73,2.44,0.0,0.0
,l3179699,0.0,0.0,14.59,3.66,0.0,0.0
339042b0b,l3141394,0.0,0.0,9.73,2.44,0.0,0.0
,m1142798,0.0,0.0,0.0,0.0,0.0,0.0
,m1142801,0.0,0.0,0.0,0.0,0.0,0.0
,m1142799,0.0,0.0,0.0,0.0,0.0,0.0
,m1142808,0.0,0.0,0.0,0.0,0.0,0.0
21389761b0b,l2861219,0.0,0.0,9.73,2.44,0.0,0.0
2127146b0b,l3160864,0.0,0.0,5.84,1.46,0.0,0.0
,p829979,0.0,0.0,0.0,0.0,0.0,0.0
,m1209748,0.0,0.0,0.0,0.0,0.0,0.0
157718b0b,l3142099,0.0,0.0,9.73,2.44,0.0,0.0
,m1209749,0.0,0.0,0.0,0.0,0.0,0.0
157717b0b,l2748840,0.0,0.0,5.84,1.46,0.0,0.0
,m1209750,0.0,0.0,0.0,0.0,0.0,0.0
,l3086075,0.0,0.0,5.84,1.46,0.0,0.0
,m1209751,0.0,0.0,0.0,0.0,0.0,0.0
,m1209752,0.0,0.0,0.0,0.0,0.0,0.0
,m1209753,0.0,0.0,0.0,0.0,0.0,0.0
,m3021569,0.0,0.0,0.0,0.0,0.0,0.0
2223664050b0b,l3315860,0.0,0.0,5.84,1.47,0.0,0.0
21249647b0b,l2955055,0.0,0.0,9.73,2.4299999999999997,0.0,0.0
,l2879753,0.0,0.0,9.73,2.43,0.0,0.0
,l3231269,0.0,0.0,5.84,1.46,0.0,0.0
,m3327097,0.0,0.0,0.0,0.0,0.0,0.0
,l3448661,0.0,0.0,5.84,1.46,0.0,0.0
,n1136353,0.0,0.0,0.0,0.0,0.0,0.0
338981b0b,l2820535,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
,n1139256,0.0,0.0,0.0,0.0,0.0,0.0
,l2973178,0.0,0.0,5.84,1.46,0.0,0.0
,p895117,0.0,0.0,0.0,0.0,0.0,0.0
,l3195365,0.0,0.0,0.0,0.0,0.0,0.0
,p901910,0.0,0.0,0.0,0.0,0.0,0.0
,n1139257,0.0,0.0,0.0,0.0,0.0,0.0
,l2916617,0.0,0.0,9.73,2.4299999999999997,0.0,0.0
,n1139252,0.0,0.0,0.0,0.0,0.0,0.0
21031694b0b,l3122812,0.0,0.0,14.59,3.66,0.0,0.0
,p895082,0.0,0.0,0.0,0.0,0.0,0.0
,n1142106,0.0,0.0,0.0,0.0,0.0,0.0
,l2710516,8.87,2.23,0.0,0.0,0.0,0.0
,l2691944,8.870000000000001,2.22,0.0,0.0,0.0,0.0
338986a0b,l2785538,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
338987a0b,l2897793,3.55,0.8900000000000001,0.0,0.0,0.0,0.0
2150292a0b,l2839305,5.32,1.33,0.0,0.0,0.0,0.0
,m1166361,0.0,0.0,0.0,0.0,0.0,0.0
,l2841627,5.32,1.3399999999999999,0.0,0.0,0.0,0.0
,l3254216,8.870000000000001,2.22,0.0,0.0,0.0,0.0
337724a0b,l2879075,5.32,1.33,0.0,0.0,0.0,0.0
,l3251830,0.0,0.0,0.0,0.0,0.0,0.0
,l2897792,5.32,1.3399999999999999,0.0,0.0,0.0,0.0
,l2992656,13.3,3.34,0.0,0.0,0.0,0.0
,m1166356,0.0,0.0,0.0,0.0,0.0,0.0
302471a0b,l3085402,13.3,3.34,0.0,0.0,0.0,0.0
,m1026394,0.0,0.0,0.0,0.0,0.0,0.0
294812a0b,l3120502,5.32,1.34,0.0,0.0,0.0,0.0
,m1026792,0.0,0.0,0.0,0.0,0.0,0.0
,l3122826,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
,m1047358,0.0,0.0,0.0,0.0,0.0,0.0
337717a0b,l3216348,5.32,1.3399999999999999,0.0,0.0,0.0,0.0
,m1026387,0.0,0.0,0.0,0.0,0.0,0.0
,m1026773,0.0,0.0,0.0,0.0,0.0,0.0
,l3195751,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
,m1026906,0.0,0.0,0.0,0.0,0.0,0.0
355933a0b,l2916598,3.5500000000000003,0.8900000000000001,0.0,0.0,0.0,0.0
355934a0b,l3048212,3.55,0.89,0.0,0.0,0.0,0.0
,l2691973,5.32,1.33,0.0,0.0,0.0,0.0
,m1026961,0.0,0.0,0.0,0.0,0.0,0.0
138770a0b,l2897781,3.55,0.89,0.0,0.0,0.0,0.0
,m1047406,0.0,0.0,0.0,0.0,0.0,0.0
,m1047432,0.0,0.0,0.0,0.0,0.0,0.0
,p827504,0.0,0.0,0.0,0.0,0.0,0.0
,n1136993,0.0,0.0,0.0,0.0,0.0,0.0
,n1137988,0.0,0.0,0.0,0.0,0.0,0.0
,l2804251,3.55,0.89,0.0,0.0,0.0,0.0
,p827548,0.0,0.0,0.0,0.0,0.0,0.0
,m1089205,0.0,0.0,0.0,0.0,0.0,0.0
,m1089200,0.0,0.0,0.0,0.0,0.0,0.0
260650a0b,l2692661,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
,l2989600,0.0,0.0,0.0,0.0,0.0,0.0
,m1166369,0.0,0.0,0.0,0.0,0.0,0.0
,p829978,0.0,0.0,0.0,0.0,0.0,0.0
,m3037452,0.0,0.0,0.0,0.0,0.0,0.0
,n1136368,0.0,0.0,0.0,0.0,0.0,0.0
338927a0b,l2972930,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
,n1137957,0.0,0.0,0.0,0.0,0.0,0.0
338956a0b,l3104119,8.87,2.22,0.0,0.0,0.0,0.0
338900a0b,l2991908,5.319999999999999,1.3299999999999998,0.0,0.0,0.0,0.0
302468a0b,l2897778,3.55,0.89,0.0,0.0,0.0,0.0
,l2954354,8.870000000000001,2.23,0.0,0.0,0.0,0.0
,l2673321,8.87,2.23,0.0,0.0,0.0,0.0
,l2991919,5.32,1.3399999999999999,0.0,0.0,0.0,0.0
,m1026361,0.0,0.0,0.0,0.0,0.0,0.0
302410a0b,l3104131,8.870000000000001,2.22,0.0,0.0,0.0,0.0
,m1026377,0.0,0.0,0.0,0.0,0.0,0.0
293483a0b,l3104133,8.870000000000001,2.23,0.0,0.0,0.0,0.0
,m1047323,0.0,0.0,0.0,0.0,0.0,0.0
,p827531,0.0,0.0,0.0,0.0,0.0,0.0
,m1026343,0.0,0.0,0.0,0.0,0.0,0.0
,m1026344,0.0,0.0,0.0,0.0,0.0,0.0
,m1026366,0.0,0.0,0.0,0.0,0.0,0.0
302412a0b,l3048210,13.3,3.33,0.0,0.0,0.0,0.0
,m1026378,0.0,0.0,0.0,0.0,0.0,0.0
,p893163,0.0,0.0,0.0,0.0,0.0,0.0
,m1047314,0.0,0.0,0.0,0.0,0.0,0.0
,n1137961,0.0,0.0,0.0,0.0,0.0,0.0
302673a0b,l3010569,13.3,3.33,0.0,0.0,0.0,0.0
,p895104,0.0,0.0,0.0,0.0,0.0,0.0
,l2898457,3.55,0.89,0.0,0.0,0.0,0.0
,n1139537,0.0,0.0,0.0,0.0,0.0,0.0
,m1047335,0.0,0.0,0.0,0.0,0.0,0.0
,l2710520,5.32,1.3399999999999999,0.0,0.0,0.0,0.0
,m1069131,0.0,0.0,0.0,0.0,0.0,0.0
21397771a0b,l2673317,5.32,1.33,0.0,0.0,0.0,0.0
310568a0b,l2710517,5.32,1.33,0.0,0.0,0.0,0.0
302473a0b,l2804252,8.87,2.23,0.0,0.0,0.0,0.0
,l3195310,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
,m1069521,0.0,0.0,0.0,0.0,0.0,0.0
,l3104128,5.32,1.33,0.0,0.0,0.0,0.0
247058a0b,l2673315,3.55,0.89,0.0,0.0,0.0,0.0
,l3120376,8.870000000000001,2.22,0.0,0.0,0.0,0.0
,m1026925,0.0,0.0,0.0,0.0,0.0,0.0
,m1026393,0.0,0.0,0.0,0.0,0.0,0.0
,m1026665,0.0,0.0,0.0,0.0,0.0,0.0
,l3232933,0.0,0.0,0.0,0.0,0.0,0.0
,l3235249,3.55,0.89,0.0,0.0,0.0,0.0
337718a0b,l2691947,3.55,0.89,0.0,0.0,0.0,0.0
,m1069133,0.0,0.0,0.0,0.0,0.0,0.0
,l2710521,8.870000000000001,2.23,0.0,0.0,0.0,0.0
,n1139539,0.0,0.0,0.0,0.0,0.0,0.0
,m1069524,0.0,0.0,0.0,0.0,0.0,0.0
338989a0b,l3254230,1.77,0.45,0.0,0.0,0.0,0.0
,l3048208,5.32,1.3399999999999999,0.0,0.0,0.0,0.0
,l2916602,8.870000000000001,2.23,0.0,0.0,0.0,0.0
,m3036169,0.0,0.0,0.0,0.0,0.0,0.0
,m1089148,0.0,0.0,0.0,0.0,0.0,0.0
,l2689726,0.0,0.0,0.0,0.0,0.0,0.0
,m1047400,0.0,0.0,0.0,0.0,0.0,0.0
,l2691936,5.32,1.33,0.0,0.0,0.0,0.0
,m1026941,0.0,0.0,0.0,0.0,0.0,0.0
321837a0b,l2673312,8.870000000000001,2.23,0.0,0.0,0.0,0.0
,m1026890,0.0,0.0,0.0,0.0,0.0,0.0
,m1026646,0.0,0.0,0.0,0.0,0.0,0.0
,l2710519,3.5500000000000003,0.89,0.0,0.0,0.0,0.0
,m1047344,0.0,0.0,0.0,0.0,0.0,0.0
,l2729428,5.32,1.33,0.0,0.0,0.0,0.0
,m1026648,0.0,0.0,0.0,0.0,0.0,0.0
302637a0b,l2748132,5.32,1.33,0.0,0.0,0.0,0.0
391995a0b,l2748140,8.870000000000001,2.23,0.0,0.0,0.0,0.0
,l3141412,5.32,1.33,0.0,0.0,0.0,0.0
356803a0b,l2748780,8.87,2.22,0.0,0.0,0.0,0.0
,l2823544,8.870000000000001,2.22,0.0,0.0,0.0,0.0
,l2764403,8.870000000000001,2.22,0.0,0.0,0.0,0.0
,m1047623,0.0,0.0,0.0,0.0,0.0,0.0
,l2764412,8.870000000000001,2.23,0.0,0.0,0.0,0.0
,n1134470,0.0,0.0,0.0,0.0,0.0,0.0
,l2766723,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
391987a0b,l3122822,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
356802a0b,l2767342,8.870000000000001,2.22,0.0,0.0,0.0,0.0
138566a0b,l2785519,8.870000000000001,2.22,0.0,0.0,0.0,0.0
,l3104122,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
293522a0b,l2785527,5.32,1.3399999999999999,0.0,0.0,0.0,0.0
293523a0b,l2766729,8.870000000000001,2.22,0.0,0.0,0.0,0.0
323418a0b,l2804254,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
,m1047752,0.0,0.0,0.0,0.0,0.0,0.0
355938a0b,l2804262,5.32,1.33,0.0,0.0,0.0,0.0
355937a0b,l2841639,8.870000000000001,2.22,0.0,0.0,0.0,0.0
,l2820556,8.87,2.23,0.0,0.0,0.0,0.0
,m1047410,0.0,0.0,0.0,0.0,0.0,0.0
,l2821010,13.3,3.33,0.0,0.0,0.0,0.0
,m1126016,0.0,0.0,0.0,0.0,0.0,0.0
,l2841615,5.32,1.33,0.0,0.0,0.0,0.0
,m1026931,0.0,0.0,0.0,0.0,0.0,0.0
21384215a0b,l2841622,5.32,1.33,0.0,0.0,0.0,0.0
,m1026877,0.0,0.0,0.0,0.0,0.0,0.0
,l2860482,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
,l3254204,5.32,1.34,0.0,0.0,0.0,0.0
,l2879069,3.55,0.89,0.0,0.0,0.0,0.0
,l3197633,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
,l2879794,13.3,3.34,0.0,0.0,0.0,0.0
,m1142811,0.0,0.0,0.0,0.0,0.0,0.0
,l2897772,5.32,1.33,0.0,0.0,0.0,0.0
,l3101814,0.0,0.0,0.0,0.0,0.0,0.0
338918a0b,l2897773,3.5500000000000003,0.89,0.0,0.0,0.0,0.0
,l3197631,5.32,1.34,0.0,0.0,0.0,0.0
,l2916234,3.55,0.8899999999999999,0.0,0.0,0.0,0.0
,m1047423,0.0,0.0,0.0,0.0,0.0,0.0
,l2917330,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
260473a0b,l2861222,13.3,3.33,0.0,0.0,0.0,0.0
338917a0b,l2935555,5.32,1.33,0.0,0.0,0.0,0.0
21400185a0b,l2935559,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
,l3048214,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
,l2936270,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
,l3086078,8.87,2.22,0.0,0.0,0.0,0.0
356013a0b,l2954348,8.87,2.22,0.0,0.0,0.0,0.0
,l2973151,5.32,1.33,0.0,0.0,0.0,0.0
,m1069187,0.0,0.0,0.0,0.0,0.0,0.0
338897a0b,l2973154,5.32,1.34,0.0,0.0,0.0,0.0
,m1166362,0.0,0.0,0.0,0.0,0.0,0.0
247060a0b,l2991906,3.55,0.89,0.0,0.0,0.0,0.0
,l2879054,8.870000000000001,2.22,0.0,0.0,0.0,0.0
138574a0b,l2991907,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
,m1069192,0.0,0.0,0.0,0.0,0.0,0.0
247056a0b,l2991912,5.32,1.3399999999999999,0.0,0.0,0.0,0.0
,l3008279,0.0,0.0,0.0,0.0,0.0,0.0
338975a0b,l2785537,5.32,1.33,0.0,0.0,0.0,0.0
,l3010585,13.3,3.34,0.0,0.0,0.0,0.0
,m1026798,0.0,0.0,0.0,0.0,0.0,0.0
226194865a0b,l3027122,8.87,2.23,0.0,0.0,0.0,0.0
,m1108506,0.0,0.0,0.0,0.0,0.0,0.0
227895952a0b,l3065665,8.870000000000001,2.22,0.0,0.0,0.0,0.0
,l3235946,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
323263a0b,l3066812,8.87,2.23,0.0,0.0,0.0,0.0
337728a0b,l3082992,5.32,1.33,0.0,0.0,0.0,0.0
,m1027080,0.0,0.0,0.0,0.0,0.0,0.0
138684a0b,l3085396,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
,l3122813,5.32,1.3399999999999999,0.0,0.0,0.0,0.0
,m4118755,0.0,0.0,0.0,0.0,0.0,0.0
321877a0b,l3101787,8.870000000000001,2.23,0.0,0.0,0.0,0.0
,l3027132,5.32,1.3399999999999999,0.0,0.0,0.0,0.0
,l3101788,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
138564a0b,l2804283,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
,l3120534,0.0,0.0,0.0,0.0,0.0,0.0
,m1126020,0.0,0.0,0.0,0.0,0.0,0.0
226115278a0b,l3157167,5.32,1.34,0.0,0.0,0.0,0.0
,l2785511,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
337723a0b,l3178978,5.32,1.3399999999999999,0.0,0.0,0.0,0.0
